Electricity[kWh]
42.82721088
48.91721796
45.25442034
46.55311678
43.33957307
46.36833148
43.83952899
48.65483925
43.52775063
46.0264292
42.71280488
38.29598388
33.38388987
32.41302365
50.04593038
37.92509727
49.45575812
41.66976956
49.5302846
42.30355569
49.54075644
40.72057135
46.22836428
41.71566028
47.74376802
38.96180285
51.73991297
45.14905518
55.36890219
47.15450334
142.0839065
224.6869588
216.5912168
199.2897197
190.0579296
182.9852611
183.7691943
170.9173371
162.137472
156.0333456
161.3036212
165.398303
140.2593689
135.2289261
137.0600594
22.05661601
10.91942721
9.200573071
17.02445067
19.33957642
17.98250526
20.52792428
22.66484912
23.87937419
105.1060897
186.8889681
184.6531244
168.7200715
158.3340205
151.0180091
153.2287216
150.0318929
142.1815469
140.2426126
142.7532364
145.0531803
117.988544
115.184483
116.5999127
16.51813092
10.91942721
9.200573071
9.200573071
9.200573071
9.200573071
9.200573071
9.200573071
14.41633388
79.17386218
162.4067637
166.4082807
152.3467825
139.1076825
137.4797545
136.7545724
126.4894784
115.1944376
115.6331692
129.3374039
136.0233074
106.7930389
100.8658373
103.2279367
14.43147916
10.91942721
9.200573071
9.200573071
9.200573071
9.200573071
9.200573071
14.70878574
19.24331739
78.85700363
160.9349075
160.0186459
138.3866136
129.3960214
128.6594887
133.7424888
125.3230972
112.7113047
110.7260484
125.7223405
134.2985928
105.8243881
99.49795375
101.4183144
15.26148897
10.91942721
9.200573071
9.200573071
9.200573071
9.200573071
12.50200171
16.23911805
16.29989095
70.97378259
152.9503544
158.4218702
139.1371459
132.9638713
132.2553429
135.7640668
127.9647889
118.1646684
113.8610006
127.6758618
135.0153105
108.5148908
105.6256379
109.523189
17.03854674
10.91942721
9.200573071
16.33886563
18.83981573
17.88673886
20.54799653
19.51777765
22.33909113
41.15453883
49.7228565
45.61992718
41.96088139
37.58699932
40.36644197
39.10360779
34.60959468
33.19416079
38.64724937
43.65318112
47.35123728
34.47117894
36.39911124
37.34350856
28.94139321
35.99414996
40.83903336
42.1474436
45.13323655
47.39131359
47.70633354
48.16561783
46.86912704
46.86648879
50.39360631
51.47590507
50.04570895
47.7969564
45.81118066
40.62051554
31.53323258
33.62248142
33.54649173
47.65894982
44.5349118
55.17116159
47.19412239
59.3549123
51.48333276
61.71704202
51.94196619
63.75151562
54.67328055
68.10141865
58.83558702
71.99814004
60.76909574
160.0608648
233.3931224
221.9357836
202.1372488
183.21675
178.9193139
184.8732272
173.3080256
157.2290548
160.0028881
172.062989
179.2025602
155.4493576
154.0306214
152.1014608
29.65172995
22.9224166
26.76580084
38.03192555
38.99364691
47.19181606
44.78278698
47.38048603
45.96375491
126.8409203
205.7329485
196.2329006
173.6296794
166.6816493
164.0858667
167.9773031
162.4746035
149.5736343
140.9529181
148.3554946
155.7507448
129.9106572
124.2357884
127.0499557
21.61298634
14.5600176
16.57750688
19.23068246
18.24836033
21.04989066
18.25614984
21.66573741
19.6477763
98.3024446
177.8014315
171.7254293
155.5985328
149.175868
147.4799029
150.7078523
144.9894679
136.0131388
135.0833039
141.5436162
147.2634559
117.9090419
116.0808242
119.5704689
18.70750573
10.91942721
14.98734764
17.29510469
18.76674816
17.93323191
21.05232621
19.41822416
20.93499476
90.54251385
176.282896
183.2086556
172.6495906
162.7983863
159.4884338
165.0025797
152.7739236
144.376067
141.3746321
149.407009
159.0465374
131.8976683
129.2899355
132.9244568
25.5375673
21.91613944
20.6435191
24.0748737
20.73499511
24.99740636
21.61588836
25.52857542
37.22677328
112.0296479
191.9995754
188.054875
168.1534847
158.6094254
157.0091567
161.8354764
154.5525202
146.3627361
145.6414295
149.3708738
152.5576188
122.7634446
116.7815265
117.1134192
17.89866449
10.91942721
12.96555688
16.41867739
14.6094077
14.71207905
18.94627844
17.53515063
21.21492157
40.38430998
46.61105375
35.04530464
32.8674385
31.54072642
35.81792992
35.28932733
30.66173758
27.09731724
25.87750253
33.9298232
43.85027051
36.50041426
34.81760446
42.68456847
36.44010805
46.06665316
39.1532402
46.96478677
39.22959205
50.68768599
41.3946629
49.97975613
43.69401519
57.87906042
49.62424242
63.56472136
50.53869393
60.61951756
49.0578141
60.29686208
48.64540116
62.25965846
55.5663984
72.63178906
58.205838
71.83533241
56.04224885
65.47495912
52.89202803
65.50349174
55.43698131
72.22811994
60.54063133
78.10173907
63.63301326
79.8231185
65.75959997
173.5392303
240.024545
227.5770166
200.7499555
188.8732788
181.5420458
178.9913071
167.2988351
155.141053
155.3010334
172.5378894
186.1529463
161.8798139
156.8790182
157.7055664
37.06918239
41.2713703
43.53328716
48.77009945
43.33974559
52.10019843
47.68195756
54.64124585
48.74212942
132.4209316
208.5806645
187.8919803
157.6782134
146.2743063
144.2824332
148.7717056
140.6089322
129.2511256
129.6047141
145.6181445
158.9613067
137.0014379
138.0813966
139.8576171
27.17535035
20.97354921
25.82331602
36.33978088
36.87024959
41.53257772
43.16872907
43.06977156
45.51344304
120.2073074
195.5129705
187.420138
169.6123647
155.2196887
150.9479537
156.997572
148.7725355
141.2017346
143.0923707
146.9885039
151.9971163
123.3905256
117.017663
119.3553905
18.11726598
10.91942721
9.200573071
14.74096955
17.99588881
20.73649291
19.18733809
21.84452462
20.56492661
99.44371151
185.0477054
182.0310754
163.46139
155.5800913
153.7687248
158.0524049
144.4543622
125.5552435
120.7716528
135.6306331
153.7621738
126.909621
120.7598558
122.5598535
19.96647524
10.91942721
14.66518594
19.37141132
17.55424919
20.66019577
19.16773129
23.23399389
23.99614907
98.94368931
183.3048184
175.6410038
148.5354655
137.3847689
136.7652825
142.3927414
131.7112039
123.3792426
128.4983255
132.2933341
137.1600055
109.8249456
107.4844833
110.9560528
16.73577338
10.91942721
9.200573071
9.200573071
14.50893473
17.14464181
19.44172373
18.49208273
20.43911391
35.21989767
41.89204784
35.70964013
30.55027291
27.91111738
30.72632454
31.29340284
27.38008577
25.14296123
24.80005698
29.57242443
40.20910572
34.29452119
35.52764334
51.33452162
45.75407721
56.00508677
45.88261511
58.65411554
47.46570817
59.20833157
48.84366815
65.00822282
54.77442675
68.61302746
52.86609245
49.00156558
31.31874134
35.8919925
33.08450059
40.03311743
32.6073673
40.0580665
38.48326641
52.51961674
46.78019587
60.01673185
52.36840565
70.04590126
58.86640911
76.25054996
63.32055276
82.09478813
67.0090201
86.47622727
71.11006169
93.82768616
78.66936002
189.5315784
246.1769256
244.7884
215.6665225
195.3774486
185.4939279
188.0969842
177.0373866
161.0443795
160.6970617
172.3626169
183.2159391
162.0743005
157.7170567
154.118182
34.59188496
41.933424
44.61210994
56.28954973
52.76723121
59.46409943
49.63007889
57.94346976
53.38385382
141.1897023
211.4531394
191.0222813
161.105106
148.9305865
143.0721263
149.1124281
142.2612895
131.5719375
134.0153985
146.9883741
160.8060452
137.3836474
136.2692533
138.6432667
25.89763358
20.1759892
27.71660651
41.55424643
39.64243665
45.94950802
44.68842854
51.49563914
45.31789194
123.0552386
200.0695632
190.2081929
166.9845373
153.4669302
143.5595699
148.943796
144.6109422
135.2084878
134.1853015
138.5909465
148.4626374
123.5775988
120.1216691
123.598666
20.51858832
10.91942721
14.8799406
18.08210105
21.30514072
19.03152397
20.64083764
21.0332459
29.71552751
101.6275134
181.1894476
171.3611983
152.6349419
148.0807621
144.1119784
145.7221483
139.1236089
134.7053719
134.1067301
138.8026983
144.509204
118.0344313
114.6925933
115.726019
16.82349382
10.91942721
9.200573071
9.200573071
9.200573071
14.62861872
16.5874566
16.35757266
16.6656474
82.29954025
164.4617581
166.5048857
153.8695706
140.5601463
139.1528796
148.544246
142.7729698
131.3523557
117.0181398
121.7258452
134.7870331
107.264996
103.9788151
106.3111695
14.94792766
10.91942721
9.200573071
9.200573071
9.200573071
9.200573071
9.200573071
9.200573071
9.200573071
26.38371512
34.88742789
34.46997647
33.40853578
27.84013247
28.39293386
26.11917488
26.82892274
28.51983785
30.70353779
35.08298939
38.68881788
17.73326472
20.65203386
19.24609413
27.00295693
29.45200856
39.68598464
41.33369087
46.12255596
44.32337741
48.29848092
46.44160032
50.239026
46.81930732
48.7311261
37.44818243
33.35816582
27.91949942
28.59604155
27.09543663
28.52165979
25.77539397
37.68846675
38.05743981
49.07279282
49.44966255
53.79665487
50.25127485
52.9846431
51.86788714
57.66206428
55.81538519
60.79580219
57.82196492
61.9462075
59.40475297
63.50600081
152.7203399
227.1521923
217.8463078
198.9627327
179.8191479
159.6331697
158.6880495
149.0810631
146.3303196
146.6298729
153.0232645
166.8657365
146.2375059
143.6695452
143.3138964
30.05143974
28.21652682
38.68150731
49.32165739
47.86210867
52.61311396
49.73114932
54.15394316
52.83607719
137.7436297
208.4081446
186.6723684
159.8935991
147.6244903
143.8001501
148.8763227
141.8051639
131.0334705
130.2065001
142.6080494
148.8260326
122.0176822
120.0618042
122.0019416
18.93336222
10.91942721
9.200573071
14.34061882
18.35989876
16.40696791
18.65987265
